PDB_ID	CHAIN_INDEX	ORIGINAL_CHAIN_ID	EXPECTED_PROTENIX_CHAIN_ID	ENTITY_ID	SEQUENCE_LENGTH	SEQUENCE_SHA256	NON_ACGU_COUNT	UNK_TOKEN_COUNT	EMBEDDING_METHOD	WINDOW_COUNT	WINDOW_STARTS	OUTPUT_PATH
7KJU	0	A	A	1	77	866655b53d37252e03dbc744e6e5020d00ed540e55278ef603df58d2a9621030	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KJU/rnafm_t12_residue_embeddings.pt
7KUB	0	A	A	1	60	942a444a14cd907ee3173f3e2d047c5e5a8c94ecd38b4fb8ab74e32ee0c755f3	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUB/rnafm_t12_residue_embeddings.pt
7KUC	0	A	A	1	16	7ab448d205726b25e7d89a5b4f309c823a35036390766c4512117d07c6a3a51a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUC/rnafm_t12_residue_embeddings.pt
7KUD	0	A	A	1	13	bb14ca9b1a1e40256c36f289acde0796d45b294f396e42401eac4f17a2f9e1ad	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUD/rnafm_t12_residue_embeddings.pt
7KUK	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUK/rnafm_t12_residue_embeddings.pt
7KUK	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUK/rnafm_t12_residue_embeddings.pt
7KUM	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUM/rnafm_t12_residue_embeddings.pt
7KUM	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUM/rnafm_t12_residue_embeddings.pt
7KUN	0	A	A	1	14	4fb2c4cc29ea04c152e8228fb941e8263a8c1a6a3d1d8107d08d169639c4a91f	4	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUN/rnafm_t12_residue_embeddings.pt
7KUN	1	B	B	1	14	4fb2c4cc29ea04c152e8228fb941e8263a8c1a6a3d1d8107d08d169639c4a91f	4	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUN/rnafm_t12_residue_embeddings.pt
7KUO	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUO/rnafm_t12_residue_embeddings.pt
7KUO	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUO/rnafm_t12_residue_embeddings.pt
7KUP	0	A	A	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUP/rnafm_t12_residue_embeddings.pt
7KUP	1	B	B	1	14	f2dad839faf84c5d59c7498d1b40eef836703e1f5648b7580ad75970940a46c2	3	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KUP/rnafm_t12_residue_embeddings.pt
7KVT	0	B	A	1	83	a2ecf0ca5108803afff611f8bbc2733f76d6420cd4db1e4bdab72297abc3c0d2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KVT/rnafm_t12_residue_embeddings.pt
7KVU	0	G	A	1	83	a2ecf0ca5108803afff611f8bbc2733f76d6420cd4db1e4bdab72297abc3c0d2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KVU/rnafm_t12_residue_embeddings.pt
7KVV	0	D	A	1	83	a2ecf0ca5108803afff611f8bbc2733f76d6420cd4db1e4bdab72297abc3c0d2	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7KVV/rnafm_t12_residue_embeddings.pt
7L0Z	0	G	A	1	69	dd915b70e493f3491bc3735c1713fdb9f888d01a3e3428bed6e1897d764a1bba	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7L0Z/rnafm_t12_residue_embeddings.pt
7L3R	0	A	A	1	27	c6c82109cb1f7e311a94a80afa0a541adba083b13fb2c59a4e9fc0db5d765afc	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7L3R/rnafm_t12_residue_embeddings.pt
7LJY	0	B	A	1	76	1063d61170d22b4faba12ea34075d0365772f59398a3ee38cdda478b8587f845	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LJY/rnafm_t12_residue_embeddings.pt
7LJY	1	A	B	2	28	c84f7630cbe823fc4d80f605b98294592f15b14db1f78d6f18e686c1f8cb5ded	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LJY/rnafm_t12_residue_embeddings.pt
7LNE	0	A	A	1	14	5cf7f7900772daa4c5bb7a020acdfef2e1aa3cd4433e3398fef8dbf6cb4dd08f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LNE/rnafm_t12_residue_embeddings.pt
7LNE	1	B	B	1	14	5cf7f7900772daa4c5bb7a020acdfef2e1aa3cd4433e3398fef8dbf6cb4dd08f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LNE/rnafm_t12_residue_embeddings.pt
7LNF	0	A	A	1	14	5cf7f7900772daa4c5bb7a020acdfef2e1aa3cd4433e3398fef8dbf6cb4dd08f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LNF/rnafm_t12_residue_embeddings.pt
7LNF	1	B	B	1	14	5cf7f7900772daa4c5bb7a020acdfef2e1aa3cd4433e3398fef8dbf6cb4dd08f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LNF/rnafm_t12_residue_embeddings.pt
7LNG	0	A	A	1	14	5cf7f7900772daa4c5bb7a020acdfef2e1aa3cd4433e3398fef8dbf6cb4dd08f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LNG/rnafm_t12_residue_embeddings.pt
7LNG	1	B	B	1	14	5cf7f7900772daa4c5bb7a020acdfef2e1aa3cd4433e3398fef8dbf6cb4dd08f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LNG/rnafm_t12_residue_embeddings.pt
7LO9	0	A	A	1	12	1ebf43bc82c9eaa5e9b2f361bc75b00cdcba058aeeca434f19fdd2661c498c6c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LO9/rnafm_t12_residue_embeddings.pt
7LO9	1	B	B	1	12	1ebf43bc82c9eaa5e9b2f361bc75b00cdcba058aeeca434f19fdd2661c498c6c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LO9/rnafm_t12_residue_embeddings.pt
7LO9	2	C	C	1	12	1ebf43bc82c9eaa5e9b2f361bc75b00cdcba058aeeca434f19fdd2661c498c6c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LO9/rnafm_t12_residue_embeddings.pt
7LO9	3	D	D	1	12	1ebf43bc82c9eaa5e9b2f361bc75b00cdcba058aeeca434f19fdd2661c498c6c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LO9/rnafm_t12_residue_embeddings.pt
7LVA	0	A	A	1	103	479a449aafe8c0f6b17bd5cf3639e32eaf1a79574d7331785905f3e86b9e90b6	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LVA/rnafm_t12_residue_embeddings.pt
7LYF	0	A	A	1	139	d6734b7729aee5c26073e9c3ab3386053dcefb1cb47bbb975e4097292adafc9f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LYF/rnafm_t12_residue_embeddings.pt
7LYG	0	A	A	1	142	c25b5f9d01f523503883471172a554e0ad7c252b3bc80d1c735365adda7f4b93	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LYG/rnafm_t12_residue_embeddings.pt
7LYJ	0	A	A	1	66	09d05c6bf4d626f21ae0f452f100ae3e8919e8049bd73bc2bdf40fa1423a83ef	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7LYJ/rnafm_t12_residue_embeddings.pt
7M3V	0	A	A	1	27	ef84716ab732e929d6b5daa79f8adf9bb4d157a50f3f8afa7abbf35283f18da8	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7M3V/rnafm_t12_residue_embeddings.pt
7MKT	0	A	A	1	23	5e06dad6955ba91dd70bf786cbe216fc60b9bf677138fbca8ee2fc3d1aeaae93	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7MKT/rnafm_t12_residue_embeddings.pt
7MKY	0	A	A	1	66	09d05c6bf4d626f21ae0f452f100ae3e8919e8049bd73bc2bdf40fa1423a83ef	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7MKY/rnafm_t12_residue_embeddings.pt
7MLW	0	F	A	1	128	4d2620b5a067356fce892b330e551eeda9931f75fb7b6cd3956bb753c88ef810	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7MLW/rnafm_t12_residue_embeddings.pt
7OA3	0	A	A	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OA3/rnafm_t12_residue_embeddings.pt
7OA3	1	B	B	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OA3/rnafm_t12_residue_embeddings.pt
7OAV	0	A	A	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAV/rnafm_t12_residue_embeddings.pt
7OAV	1	B	B	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAV/rnafm_t12_residue_embeddings.pt
7OAV	2	C	C	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAV/rnafm_t12_residue_embeddings.pt
7OAV	3	D	D	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAV/rnafm_t12_residue_embeddings.pt
7OAW	0	A	A	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAW/rnafm_t12_residue_embeddings.pt
7OAW	1	B	B	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAW/rnafm_t12_residue_embeddings.pt
7OAW	2	C	C	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAW/rnafm_t12_residue_embeddings.pt
7OAW	3	D	D	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAW/rnafm_t12_residue_embeddings.pt
7OAX	0	A	A	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAX/rnafm_t12_residue_embeddings.pt
7OAX	1	B	B	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAX/rnafm_t12_residue_embeddings.pt
7OAX	2	C	C	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAX/rnafm_t12_residue_embeddings.pt
7OAX	3	D	D	1	52	54116690e728ed5718dff978ab5490d3be69e0fe1cc557b84ad39848c3840942	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OAX/rnafm_t12_residue_embeddings.pt
7OUO	0	AAA	A	1	8	0f47384862208a450e8e9a4677b3b608347f9cebc0d3647ae18f2d9474d68e3b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OUO/rnafm_t12_residue_embeddings.pt
7OUO	1	BBB	B	1	8	0f47384862208a450e8e9a4677b3b608347f9cebc0d3647ae18f2d9474d68e3b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7OUO/rnafm_t12_residue_embeddings.pt
7POF	0	A	A	1	14	4cac05a20bca3f9be28b449912df9cd5811fdadfb9b9dd26f4476feb679408d5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7POF/rnafm_t12_residue_embeddings.pt
7PS8	0	A	A	1	23	b7138c94ec61f0b377c271665edc52606d674f2b44adbc4205b22ac6a30007dd	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7PS8/rnafm_t12_residue_embeddings.pt
7PTK	0	B	A	1	720	10df3cf7b85527617fee78f754249006488008e41331c5349512e02d8475aa48	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7PTK/rnafm_t12_residue_embeddings.pt
7PTL	0	B	A	1	720	10df3cf7b85527617fee78f754249006488008e41331c5349512e02d8475aa48	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7PTL/rnafm_t12_residue_embeddings.pt
7PTQ	0	C	A	1	544	265f9af80558e251ca20015794760b5986b443707e6a34acd6efadbe124c4816	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7PTQ/rnafm_t12_residue_embeddings.pt
7PTS	0	A	A	1	558	d1ce91fb3cee9670690f3a601a7d38c8ea1b58aad0ebce743669e2e7daf8ca3a	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7PTS/rnafm_t12_residue_embeddings.pt
7Q48	0	A	A	1	22	0dcf8385308811717fa3533a973064dbd3854b8a8fea4b9de93aa03eb6a95915	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q48/rnafm_t12_residue_embeddings.pt
7Q6L	0	A	A	1	22	16db8e20d2527fcaec4061018db4085e0c2fa8f1fef1aea60638680cbaebde9b	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q6L/rnafm_t12_residue_embeddings.pt
7Q7X	0	A	A	1	14	acc3cb82596e0e2e7604f253f2aa8986b599003a6294659c6916ea2dbae38fc5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7X/rnafm_t12_residue_embeddings.pt
7Q7X	1	B	B	2	24	625f1372ae4a012cef6c3c71be9211c33297e53c5e4a68f8c5d5af71127b0b45	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7X/rnafm_t12_residue_embeddings.pt
7Q7X	2	C	C	3	24	60b4651fb1fb6c4141d81dd7f5454835af69e3b222d8b038040e05e0c25027d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7X/rnafm_t12_residue_embeddings.pt
7Q7Y	0	A	A	1	14	6107c251f5dbc0ab8407a8895ca1ac242b25f68a0f9feb16c729dda9e6344234	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Y/rnafm_t12_residue_embeddings.pt
7Q7Y	1	B	B	2	24	625f1372ae4a012cef6c3c71be9211c33297e53c5e4a68f8c5d5af71127b0b45	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Y/rnafm_t12_residue_embeddings.pt
7Q7Y	2	C	C	3	24	60b4651fb1fb6c4141d81dd7f5454835af69e3b222d8b038040e05e0c25027d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Y/rnafm_t12_residue_embeddings.pt
7Q7Z	0	A	A	1	14	59c48f1c4270e265b8231e692a26c2c8f3b98e2accdec1f9df13d44542c77267	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Z/rnafm_t12_residue_embeddings.pt
7Q7Z	1	D	B	1	14	59c48f1c4270e265b8231e692a26c2c8f3b98e2accdec1f9df13d44542c77267	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Z/rnafm_t12_residue_embeddings.pt
7Q7Z	2	B	C	2	24	625f1372ae4a012cef6c3c71be9211c33297e53c5e4a68f8c5d5af71127b0b45	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Z/rnafm_t12_residue_embeddings.pt
7Q7Z	3	E	D	2	24	625f1372ae4a012cef6c3c71be9211c33297e53c5e4a68f8c5d5af71127b0b45	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Z/rnafm_t12_residue_embeddings.pt
7Q7Z	4	C	E	3	24	60b4651fb1fb6c4141d81dd7f5454835af69e3b222d8b038040e05e0c25027d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Z/rnafm_t12_residue_embeddings.pt
7Q7Z	5	F	F	3	24	60b4651fb1fb6c4141d81dd7f5454835af69e3b222d8b038040e05e0c25027d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q7Z/rnafm_t12_residue_embeddings.pt
7Q80	0	A	A	1	14	acc3cb82596e0e2e7604f253f2aa8986b599003a6294659c6916ea2dbae38fc5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q80/rnafm_t12_residue_embeddings.pt
7Q80	1	D	B	1	14	acc3cb82596e0e2e7604f253f2aa8986b599003a6294659c6916ea2dbae38fc5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q80/rnafm_t12_residue_embeddings.pt
7Q80	2	B	C	2	24	625f1372ae4a012cef6c3c71be9211c33297e53c5e4a68f8c5d5af71127b0b45	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q80/rnafm_t12_residue_embeddings.pt
7Q80	3	E	D	2	24	625f1372ae4a012cef6c3c71be9211c33297e53c5e4a68f8c5d5af71127b0b45	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q80/rnafm_t12_residue_embeddings.pt
7Q80	4	C	E	3	24	60b4651fb1fb6c4141d81dd7f5454835af69e3b222d8b038040e05e0c25027d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q80/rnafm_t12_residue_embeddings.pt
7Q80	5	F	F	3	24	60b4651fb1fb6c4141d81dd7f5454835af69e3b222d8b038040e05e0c25027d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q80/rnafm_t12_residue_embeddings.pt
7Q81	0	A	A	1	14	6107c251f5dbc0ab8407a8895ca1ac242b25f68a0f9feb16c729dda9e6344234	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q81/rnafm_t12_residue_embeddings.pt
7Q81	1	B	B	2	24	625f1372ae4a012cef6c3c71be9211c33297e53c5e4a68f8c5d5af71127b0b45	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q81/rnafm_t12_residue_embeddings.pt
7Q81	2	C	C	3	24	60b4651fb1fb6c4141d81dd7f5454835af69e3b222d8b038040e05e0c25027d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q81/rnafm_t12_residue_embeddings.pt
7Q82	0	A	A	1	14	acc3cb82596e0e2e7604f253f2aa8986b599003a6294659c6916ea2dbae38fc5	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q82/rnafm_t12_residue_embeddings.pt
7Q82	1	B	B	2	24	625f1372ae4a012cef6c3c71be9211c33297e53c5e4a68f8c5d5af71127b0b45	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q82/rnafm_t12_residue_embeddings.pt
7Q82	2	C	C	3	24	60b4651fb1fb6c4141d81dd7f5454835af69e3b222d8b038040e05e0c25027d1	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7Q82/rnafm_t12_residue_embeddings.pt
7QA2	0	A	A	1	22	8d1ac097d2cf91b7f8a5a2036b4f1bae2e14b74398151027ce0e9282ff95cf1c	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7QA2/rnafm_t12_residue_embeddings.pt
7QDU	0	Q	A	1	552	9e2dfba5100031624abc3a017e0d2ec0e5653c5583d6c0f7087b49366460e420	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7QDU/rnafm_t12_residue_embeddings.pt
7QP2	0	A	A	1	27	ef84716ab732e929d6b5daa79f8adf9bb4d157a50f3f8afa7abbf35283f18da8	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7QP2/rnafm_t12_residue_embeddings.pt
7QSH	0	A	A	1	27	b62aa550e729c5c95e6dccb39d865253957ddf9d9991095ec8cb83b3fef6f05e	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7QSH/rnafm_t12_residue_embeddings.pt
7QTN	0	A	A	1	14	4f655d0c17cb58281ca738e086d1198bd8eefecd9966ef5f95b52995b383b0b6	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7QTN/rnafm_t12_residue_embeddings.pt
7QTN	1	B	B	2	14	aefce25cebde503b0b3b103ade87a1b7ceb1c8430557538b5ce107106e4094b9	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7QTN/rnafm_t12_residue_embeddings.pt
7QUA	0	A	A	1	12	9386970cdef8b3ec708065a62f9466ca9a9ebda4c6b6a08db98bdc835d50953c	1	1	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7QUA/rnafm_t12_residue_embeddings.pt
7R6N	0	A	A	1	393	06415abb6ae4c2a975b1ffa878891834b2da49ab65172dc0bd58fd91c115fa8d	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7R6N/rnafm_t12_residue_embeddings.pt
7REX	0	A	A	1	34	ece479b524f9463b6ee1e753cf3ec8aa50c27ce239fff6dc8bafcd8099a0c440	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7REX/rnafm_t12_residue_embeddings.pt
7REX	1	B	B	1	34	ece479b524f9463b6ee1e753cf3ec8aa50c27ce239fff6dc8bafcd8099a0c440	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7REX/rnafm_t12_residue_embeddings.pt
7REX	2	C	C	1	34	ece479b524f9463b6ee1e753cf3ec8aa50c27ce239fff6dc8bafcd8099a0c440	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7REX/rnafm_t12_residue_embeddings.pt
7RWR	0	A	A	1	38	2731eab1dda3784b8b455d35b11249467f2a415f8a5d08fb314d506449b5a067	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7RWR/rnafm_t12_residue_embeddings.pt
7SAM	0	A	A	1	171	7cbd40078b94385e38c88963502ec84e12b0f85e55fa29fa8d5f33c7e4a76746	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7SAM/rnafm_t12_residue_embeddings.pt
7SHX	0	A	A	1	94	9f168f22a751ce228b1d3defb0f0364c468b460c25a8591b4ea7b542fcf44235	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7SHX/rnafm_t12_residue_embeddings.pt
7SXP	0	A	A	1	22	0b1b0f03622c79c2f34180de5bf1a15748807831e159e03662ecde670d0af38f	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7SXP/rnafm_t12_residue_embeddings.pt
7TD7	0	A	A	1	83	79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7TD7/rnafm_t12_residue_embeddings.pt
7TDA	0	A	A	1	83	79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7TDA/rnafm_t12_residue_embeddings.pt
7TDB	0	A	A	1	83	79dc9078a98d9e05e7a644ce8cd19e5a54fe597adc0f6f83a7cd865a4dbfab21	0	0	full_sequence	1	0	/storage9920/home/tinghao.xia/Data_FM/RNA_FM_embeddings/7TDB/rnafm_t12_residue_embeddings.pt
